date,temp_mean,city
2023-02-23,4.5,New York
2023-02-24,3.8,New York
2023-02-25,-3.1,New York
2023-02-26,2.1,New York
2023-02-27,1.5,New York
2023-02-28,0.9,New York
2023-03-01,1.8,New York
2023-03-02,6.7,New York
2023-03-03,3.2,New York
2023-03-04,5.3,New York
2023-03-05,5.4,New York
2023-03-06,5.8,New York
2023-03-07,3.6,New York
2023-03-08,2.8,New York
2023-03-09,4.2,New York
2023-03-10,3.2,New York
2023-03-11,4.1,New York
2023-03-12,3.3,New York
2023-03-13,4.5,New York
2023-03-14,2.0,New York
2023-03-15,3.2,New York
2023-03-16,5.4,New York
2023-03-17,8.4,New York
2023-03-18,7.5,New York
2023-03-19,1.1,New York
2023-03-20,3.1,New York
2023-03-21,7.3,New York
2023-03-22,7.7,New York
2023-03-23,10.6,New York
2023-03-24,8.6,New York
2023-03-25,5.5,New York
2023-03-26,9.3,New York
2023-03-27,7.7,New York
2023-03-28,6.5,New York
2023-03-29,5.2,New York
2023-03-30,3.2,New York
2023-03-31,5.8,New York
2023-04-01,14.7,New York
2023-04-02,6.8,New York
2023-04-03,7.0,New York
2023-04-04,13.2,New York
2023-04-05,11.6,New York
2023-04-06,16.5,New York
2023-04-07,11.1,New York
2023-04-08,6.0,New York
2023-04-09,6.3,New York
2023-04-10,9.0,New York
2023-04-11,14.7,New York
2023-04-12,20.4,New York
2023-04-13,22.0,New York
2023-04-14,21.9,New York
2023-04-15,17.5,New York
2023-04-16,15.7,New York
2023-04-17,14.3,New York
2023-04-18,11.2,New York
2023-04-19,10.3,New York
2023-04-20,10.4,New York
2023-04-21,13.0,New York
2023-04-22,14.2,New York
2023-04-23,14.5,New York
2023-04-24,11.1,New York
2023-04-25,10.3,New York
2023-04-26,9.9,New York
2023-04-27,10.5,New York
2023-04-28,9.7,New York
2023-04-29,10.6,New York
2023-04-30,12.7,New York
2023-05-01,12.5,New York
2023-05-02,10.3,New York
2023-05-03,9.4,New York
2023-05-04,10.1,New York
2023-05-05,11.5,New York
2023-05-06,14.1,New York
2023-05-07,16.3,New York
2023-05-08,18.1,New York
2023-05-09,14.0,New York
2023-05-10,14.2,New York
2023-05-11,17.7,New York
2023-05-12,21.0,New York
2023-05-13,21.9,New York
2023-05-14,17.5,New York
2023-05-15,17.4,New York
2023-05-16,20.2,New York
2023-05-17,15.0,New York
2023-05-18,11.0,New York
2023-05-19,14.8,New York
2023-05-20,15.7,New York
2023-05-21,17.2,New York
2023-05-22,16.8,New York
2023-05-23,14.4,New York
2023-05-24,15.5,New York
2023-05-25,14.6,New York
2023-05-26,16.0,New York
2023-05-27,17.1,New York
2023-05-28,17.6,New York
2023-05-29,18.4,New York
2023-05-30,15.5,New York
2023-05-31,16.0,New York
2023-06-01,19.4,New York
2023-06-02,22.2,New York
2023-06-03,18.3,New York
2023-06-04,15.4,New York
2023-06-05,17.7,New York
2023-06-06,19.5,New York
2023-06-07,18.7,New York
2023-06-08,16.7,New York
2023-06-09,16.8,New York
2023-06-10,19.0,New York
2023-06-11,21.2,New York
2023-06-12,20.9,New York
2023-06-13,20.9,New York
2023-06-14,18.4,New York
2023-06-15,20.3,New York
2023-06-16,19.1,New York
2023-06-17,19.9,New York
2023-06-18,21.3,New York
2023-06-19,20.4,New York
2023-06-20,19.4,New York
2023-06-21,18.7,New York
2023-06-22,18.1,New York
2023-06-23,19.7,New York
2023-06-24,21.5,New York
2023-06-25,22.9,New York
2023-06-26,21.7,New York
2023-06-27,21.7,New York
2023-06-28,22.8,New York
2023-06-29,22.3,New York
2023-06-30,22.9,New York
2023-07-01,22.4,New York
2023-07-02,24.4,New York
2023-07-03,25.5,New York
2023-07-04,24.6,New York
2023-07-05,26.2,New York
2023-07-06,25.9,New York
2023-07-07,25.1,New York
2023-07-08,25.3,New York
2023-07-09,23.1,New York
2023-07-10,24.2,New York
2023-07-11,24.7,New York
2023-07-12,26.6,New York
2023-07-13,26.8,New York
2023-07-14,24.3,New York
2023-07-15,24.7,New York
2023-07-16,23.9,New York
2023-07-17,25.4,New York
2023-07-18,24.9,New York
2023-07-19,22.9,New York
2023-07-20,24.0,New York
2023-07-21,24.2,New York
2023-07-22,23.5,New York
2023-07-23,23.8,New York
2023-07-24,24.2,New York
2023-07-25,23.1,New York
2023-07-26,23.8,New York
2023-07-27,27.1,New York
2023-07-28,27.5,New York
2023-07-29,27.8,New York
2023-07-30,21.9,New York
2023-07-31,22.6,New York
2023-08-01,21.9,New York
2023-08-02,20.8,New York
2023-08-03,21.5,New York
2023-08-04,23.0,New York
2023-08-05,24.4,New York
2023-08-06,24.1,New York
2023-08-07,24.1,New York
2023-08-08,23.8,New York
2023-08-09,24.3,New York
2023-08-10,21.9,New York
2023-08-11,23.3,New York
2023-08-12,22.7,New York
2023-08-13,25.3,New York
2023-08-14,24.4,New York
2023-08-15,23.9,New York
2023-08-16,22.9,New York
2023-08-17,22.8,New York
2023-08-18,23.6,New York
2023-08-19,20.6,New York
2023-08-20,22.6,New York
2023-08-21,24.9,New York
2023-08-22,22.1,New York
2023-08-23,20.3,New York
2023-08-24,21.3,New York
2023-08-25,23.4,New York
2023-08-26,24.6,New York
2023-08-27,23.1,New York
2023-08-28,21.5,New York
2023-08-29,22.5,New York
2023-08-30,24.3,New York
2023-08-31,20.5,New York
2023-09-01,18.8,New York
2023-09-02,19.6,New York
2023-09-03,25.1,New York
2023-09-04,26.8,New York
2023-09-05,28.0,New York
2023-09-06,28.8,New York
2023-09-07,27.6,New York
2023-09-08,25.1,New York
2023-09-09,23.6,New York
2023-09-10,21.8,New York
2023-09-11,22.8,New York
2023-09-12,23.0,New York
2023-09-13,22.2,New York
2023-09-14,20.2,New York
2023-09-15,17.2,New York
2023-09-16,18.9,New York
2023-09-17,18.3,New York
2023-09-18,18.8,New York
2023-09-19,17.8,New York
2023-09-20,17.1,New York
2023-09-21,16.7,New York
2023-09-22,17.1,New York
2023-09-23,15.0,New York
2023-09-24,17.1,New York
2023-09-25,16.0,New York
2023-09-26,15.1,New York
2023-09-27,13.6,New York
2023-09-28,14.2,New York
2023-09-29,15.1,New York
2023-09-30,16.2,New York
2023-10-01,18.8,New York
2023-10-02,19.7,New York
2023-10-03,19.2,New York
2023-10-04,20.0,New York
2023-10-05,17.8,New York
2023-10-06,19.7,New York
2023-10-07,17.0,New York
2023-10-08,12.8,New York
2023-10-09,11.4,New York
2023-10-10,13.3,New York
2023-10-11,13.9,New York
2023-10-12,13.7,New York
2023-10-13,12.7,New York
2023-10-14,10.4,New York
2023-10-15,12.0,New York
2023-10-16,11.5,New York
2023-10-17,12.1,New York
2023-10-18,12.1,New York
2023-10-19,12.6,New York
2023-10-20,15.1,New York
2023-10-21,14.5,New York
2023-10-22,11.4,New York
2023-10-23,10.5,New York
2023-10-24,10.5,New York
2023-10-25,14.2,New York
2023-10-26,16.9,New York
2023-10-27,17.4,New York
2023-10-28,20.5,New York
2023-10-29,12.7,New York
2023-10-30,13.7,New York
2023-10-31,9.1,New York
2023-11-01,6.6,New York
2023-11-02,4.3,New York
2023-11-03,6.4,New York
2023-11-04,8.5,New York
2023-11-05,10.3,New York
2023-11-06,7.9,New York
2023-11-07,13.9,New York
2023-11-08,7.4,New York
2023-11-09,9.1,New York
2023-11-10,8.1,New York
2023-11-11,7.2,New York
2023-11-12,2.8,New York
2023-11-13,3.1,New York
2023-11-14,6.0,New York
2023-11-15,4.9,New York
2023-11-16,8.7,New York
2023-11-17,11.5,New York
2023-11-18,9.9,New York
2023-11-19,6.0,New York
2023-11-20,3.1,New York
2023-11-21,3.8,New York
2023-11-22,11.1,New York
2023-11-23,7.9,New York
2023-11-24,5.1,New York
2023-11-25,0.4,New York
2023-11-26,4.2,New York
2023-11-27,7.4,New York
2023-11-28,0.8,New York
2023-11-29,-1.3,New York
2023-11-30,2.9,New York
2023-12-01,4.9,New York
2023-12-02,8.7,New York
2023-12-03,8.5,New York
2023-12-04,7.2,New York
2023-12-05,3.8,New York
2023-12-06,1.4,New York
2023-12-07,0.1,New York
2023-12-08,2.9,New York
2023-12-09,6.6,New York
2023-12-10,11.7,New York
2023-12-11,5.8,New York
2023-12-12,2.1,New York
2023-12-13,2.9,New York
2023-12-14,0.4,New York
2023-12-15,4.4,New York
2023-12-16,6.0,New York
2023-12-17,9.4,New York
2023-12-18,11.5,New York
2023-12-19,2.8,New York
2023-12-20,1.2,New York
2023-12-21,0.8,New York
2023-12-22,-2.2,New York
2023-12-23,0.6,New York
2023-12-24,4.2,New York
2023-12-25,5.8,New York
2023-12-26,4.7,New York
2023-12-27,6.8,New York
2023-12-28,9.8,New York
2023-12-29,9.4,New York
2023-12-30,5.3,New York
2023-12-31,2.7,New York
2023-01-01,4.2,Tokyo
2023-01-02,4.1,Tokyo
2023-01-03,3.4,Tokyo
2023-01-04,3.4,Tokyo
2023-01-05,3.3,Tokyo
2023-01-06,2.8,Tokyo
2023-01-07,4.3,Tokyo
2023-01-08,4.9,Tokyo
2023-01-09,5.5,Tokyo
2023-01-10,5.0,Tokyo
2023-01-11,3.6,Tokyo
2023-01-12,4.0,Tokyo
2023-01-13,5.8,Tokyo
2023-01-14,9.6,Tokyo
2023-01-15,9.4,Tokyo
2023-01-16,6.0,Tokyo
2023-01-17,3.9,Tokyo
2023-01-18,6.0,Tokyo
2023-01-19,5.2,Tokyo
2023-01-20,6.0,Tokyo
2023-01-21,3.8,Tokyo
2023-01-22,2.8,Tokyo
2023-01-23,2.8,Tokyo
2023-01-24,2.7,Tokyo
2023-01-25,-1.9,Tokyo
2023-01-26,0.3,Tokyo
2023-01-27,0.7,Tokyo
2023-01-28,1.6,Tokyo
2023-01-29,1.3,Tokyo
2023-01-30,1.9,Tokyo
2023-01-31,2.9,Tokyo
2023-02-01,4.4,Tokyo
2023-02-02,5.1,Tokyo
2023-02-03,3.1,Tokyo
2023-02-04,4.8,Tokyo
2023-02-05,4.6,Tokyo
2023-02-06,5.4,Tokyo
2023-02-07,8.4,Tokyo
2023-02-08,8.0,Tokyo
2023-02-09,5.1,Tokyo
2023-02-10,0.9,Tokyo
2023-02-11,7.5,Tokyo
2023-02-12,8.6,Tokyo
2023-02-13,7.0,Tokyo
2023-02-14,4.3,Tokyo
2023-02-15,1.9,Tokyo
2023-02-16,2.1,Tokyo
2023-02-17,3.3,Tokyo
2023-02-18,6.2,Tokyo
2023-02-19,10.1,Tokyo
2023-02-20,8.0,Tokyo
2023-02-21,3.1,Tokyo
2023-02-22,3.7,Tokyo
2023-02-23,5.5,Tokyo
2023-02-24,6.8,Tokyo
2023-02-25,6.2,Tokyo
2023-02-26,4.6,Tokyo
2023-02-27,7.1,Tokyo
2023-02-28,9.0,Tokyo
2023-03-01,12.2,Tokyo
2023-03-02,12.0,Tokyo
2023-03-03,6.4,Tokyo
2023-03-04,8.6,Tokyo
2023-03-05,8.5,Tokyo
2023-03-06,9.5,Tokyo
2023-03-07,10.4,Tokyo
2023-03-08,12.0,Tokyo
2023-03-09,14.4,Tokyo
2023-03-10,16.9,Tokyo
2023-03-11,13.1,Tokyo
2023-03-12,13.1,Tokyo
2023-03-13,13.8,Tokyo
2023-03-14,8.7,Tokyo
2023-03-15,10.9,Tokyo
2023-03-16,13.4,Tokyo
2023-03-17,12.0,Tokyo
2023-03-18,8.1,Tokyo
2023-03-19,8.9,Tokyo
2023-03-20,11.0,Tokyo
2023-03-21,13.4,Tokyo
2023-03-22,15.6,Tokyo
2023-03-23,15.6,Tokyo
2023-03-24,18.5,Tokyo
2023-03-25,10.9,Tokyo
2023-03-26,11.2,Tokyo
2023-03-27,12.3,Tokyo
2023-03-28,9.9,Tokyo
2023-03-29,11.2,Tokyo
2023-03-30,12.8,Tokyo
2023-03-31,13.4,Tokyo
2023-04-01,13.7,Tokyo
2023-04-02,13.0,Tokyo
2023-04-03,11.3,Tokyo
2023-04-04,12.0,Tokyo
2023-04-05,14.4,Tokyo
2023-04-06,17.2,Tokyo
2023-04-07,18.6,Tokyo
2023-04-08,15.1,Tokyo
2023-04-09,10.4,Tokyo
2023-04-10,12.0,Tokyo
2023-04-11,16.3,Tokyo
2023-04-12,18.2,Tokyo
2023-04-13,14.3,Tokyo
2023-04-14,17.3,Tokyo
2023-04-15,14.0,Tokyo
2023-04-16,16.3,Tokyo
2023-04-17,13.7,Tokyo
2023-04-18,12.7,Tokyo
2023-04-19,16.2,Tokyo
2023-04-20,17.9,Tokyo
2023-04-21,19.6,Tokyo
2023-04-22,13.9,Tokyo
2023-04-23,12.9,Tokyo
2023-04-24,12.3,Tokyo
2023-04-25,13.4,Tokyo
2023-04-26,16.3,Tokyo
2023-04-27,15.8,Tokyo
2023-04-28,16.7,Tokyo
2023-04-29,18.2,Tokyo
2023-04-30,19.3,Tokyo
2023-05-01,16.7,Tokyo
2023-05-02,15.5,Tokyo
2023-05-03,16.2,Tokyo
2023-05-04,18.0,Tokyo
2023-05-05,19.3,Tokyo
2023-05-06,22.3,Tokyo
2023-05-07,18.2,Tokyo
2023-05-08,12.9,Tokyo
2023-05-09,12.9,Tokyo
2023-05-10,15.3,Tokyo
2023-05-11,15.5,Tokyo
2023-05-12,15.6,Tokyo
2023-05-13,16.2,Tokyo
2023-05-14,17.0,Tokyo
2023-05-15,16.1,Tokyo
2023-05-16,18.5,Tokyo
2023-05-17,20.3,Tokyo
2023-05-18,23.1,Tokyo
2023-05-19,20.0,Tokyo
2023-05-20,19.0,Tokyo
2023-05-21,19.5,Tokyo
2023-05-22,21.3,Tokyo
2023-05-23,14.2,Tokyo
2023-05-24,16.6,Tokyo
2023-05-25,16.9,Tokyo
2023-05-26,18.9,Tokyo
2023-05-27,19.1,Tokyo
2023-05-28,20.4,Tokyo
2023-05-29,19.3,Tokyo
2023-05-30,20.5,Tokyo
2023-05-31,18.3,Tokyo
2023-06-01,19.2,Tokyo
2023-06-02,21.3,Tokyo
2023-06-03,19.7,Tokyo
2023-06-04,20.1,Tokyo
2023-06-05,21.5,Tokyo
2023-06-06,19.8,Tokyo
2023-06-07,21.4,Tokyo
2023-06-08,22.1,Tokyo
2023-06-09,21.5,Tokyo
2023-06-10,21.6,Tokyo
2023-06-11,21.1,Tokyo
2023-06-12,21.4,Tokyo
2023-06-13,22.9,Tokyo
2023-06-14,22.5,Tokyo
2023-06-15,21.9,Tokyo
2023-06-16,23.3,Tokyo
2023-06-17,23.3,Tokyo
2023-06-18,23.5,Tokyo
2023-06-19,22.5,Tokyo
2023-06-20,21.4,Tokyo
2023-06-21,21.5,Tokyo
2023-06-22,20.4,Tokyo
2023-06-23,20.5,Tokyo
2023-06-24,23.4,Tokyo
2023-06-25,24.2,Tokyo
2023-06-26,24.5,Tokyo
2023-06-27,24.5,Tokyo
2023-06-28,25.9,Tokyo
2023-06-29,26.6,Tokyo
2023-06-30,25.9,Tokyo
2023-07-01,25.3,Tokyo
2023-07-02,25.6,Tokyo
2023-07-03,25.1,Tokyo
2023-07-04,24.4,Tokyo
2023-07-05,24.5,Tokyo
2023-07-06,26.1,Tokyo
2023-07-07,26.6,Tokyo
2023-07-08,27.0,Tokyo
2023-07-09,27.1,Tokyo
2023-07-10,29.2,Tokyo
2023-07-11,28.9,Tokyo
2023-07-12,29.9,Tokyo
2023-07-13,27.7,Tokyo
2023-07-14,27.2,Tokyo
2023-07-15,27.8,Tokyo
2023-07-16,30.8,Tokyo
2023-07-17,31.7,Tokyo
2023-07-18,32.0,Tokyo
2023-07-19,30.3,Tokyo
2023-07-20,27.9,Tokyo
2023-07-21,27.3,Tokyo
2023-07-22,27.2,Tokyo
2023-07-23,27.5,Tokyo
2023-07-24,28.3,Tokyo
2023-07-25,29.9,Tokyo
2023-07-26,30.8,Tokyo
2023-07-27,30.5,Tokyo
2023-07-28,30.0,Tokyo
2023-07-29,29.9,Tokyo
2023-07-30,30.5,Tokyo
2023-07-31,30.7,Tokyo
2023-08-01,27.8,Tokyo
2023-08-02,29.1,Tokyo
2023-08-03,30.0,Tokyo
2023-08-04,31.2,Tokyo
2023-08-05,30.5,Tokyo
2023-08-06,29.1,Tokyo
2023-08-07,29.4,Tokyo
2023-08-08,29.8,Tokyo
2023-08-09,27.3,Tokyo
2023-08-10,28.2,Tokyo
2023-08-11,27.9,Tokyo
2023-08-12,28.4,Tokyo
2023-08-13,28.0,Tokyo
2023-08-14,27.4,Tokyo
2023-08-15,27.5,Tokyo
2023-08-16,27.7,Tokyo
2023-08-17,28.5,Tokyo
2023-08-18,28.5,Tokyo
2023-08-19,29.0,Tokyo
2023-08-20,29.1,Tokyo
2023-08-21,29.8,Tokyo
2023-08-22,28.2,Tokyo
2023-08-23,27.8,Tokyo
2023-08-24,28.2,Tokyo
2023-08-25,28.7,Tokyo
2023-08-26,27.0,Tokyo
2023-08-27,27.2,Tokyo
2023-08-28,28.5,Tokyo
2023-08-29,28.5,Tokyo
2023-08-30,28.6,Tokyo
2023-08-31,29.2,Tokyo
2023-09-01,28.9,Tokyo
2023-09-02,29.7,Tokyo
2023-09-03,29.3,Tokyo
2023-09-04,26.5,Tokyo
2023-09-05,28.1,Tokyo
2023-09-06,27.0,Tokyo
2023-09-07,26.0,Tokyo
2023-09-08,22.9,Tokyo
2023-09-09,24.9,Tokyo
2023-09-10,26.8,Tokyo
2023-09-11,27.2,Tokyo
2023-09-12,26.4,Tokyo
2023-09-13,26.1,Tokyo
2023-09-14,27.1,Tokyo
2023-09-15,27.6,Tokyo
2023-09-16,27.4,Tokyo
2023-09-17,27.6,Tokyo
2023-09-18,27.7,Tokyo
2023-09-19,27.5,Tokyo
2023-09-20,26.6,Tokyo
2023-09-21,25.8,Tokyo
2023-09-22,25.6,Tokyo
2023-09-23,22.6,Tokyo
2023-09-24,21.3,Tokyo
2023-09-25,20.8,Tokyo
2023-09-26,22.8,Tokyo
2023-09-27,24.1,Tokyo
2023-09-28,26.0,Tokyo
2023-09-29,25.1,Tokyo
2023-09-30,23.9,Tokyo
2023-10-01,24.0,Tokyo
2023-10-02,22.7,Tokyo
2023-10-03,21.3,Tokyo
2023-10-04,19.0,Tokyo
2023-10-05,18.9,Tokyo
2023-10-06,19.0,Tokyo
2023-10-07,18.2,Tokyo
2023-10-08,16.6,Tokyo
2023-10-09,15.7,Tokyo
2023-10-10,19.7,Tokyo
2023-10-11,18.7,Tokyo
2023-10-12,17.3,Tokyo
2023-10-13,16.9,Tokyo
2023-10-14,16.1,Tokyo
2023-10-15,15.3,Tokyo
2023-10-16,17.9,Tokyo
2023-10-17,17.8,Tokyo
2023-10-18,17.4,Tokyo
2023-10-19,18.3,Tokyo
2023-10-20,19.4,Tokyo
2023-10-21,17.1,Tokyo
2023-10-22,13.9,Tokyo
2023-10-23,14.9,Tokyo
2023-10-24,16.5,Tokyo
2023-10-25,16.8,Tokyo
2023-10-26,16.7,Tokyo
2023-10-27,16.2,Tokyo
2023-10-28,16.0,Tokyo
2023-10-29,15.9,Tokyo
2023-10-30,16.0,Tokyo
2023-10-31,16.1,Tokyo
2023-11-01,16.7,Tokyo
2023-11-02,17.0,Tokyo
2023-11-03,17.2,Tokyo
2023-11-04,18.4,Tokyo
2023-11-05,18.9,Tokyo
2023-11-06,20.3,Tokyo
2023-11-07,22.0,Tokyo
2023-11-08,16.3,Tokyo
2023-11-09,15.1,Tokyo
2023-11-10,14.4,Tokyo
2023-11-11,12.6,Tokyo
2023-11-12,9.3,Tokyo
2023-11-13,9.4,Tokyo
2023-11-14,10.5,Tokyo
2023-11-15,10.4,Tokyo
2023-11-16,11.2,Tokyo
2023-11-17,11.1,Tokyo
2023-11-18,10.6,Tokyo
2023-11-19,10.7,Tokyo
2023-11-20,9.9,Tokyo
2023-11-21,9.6,Tokyo
2023-11-22,11.5,Tokyo
2023-11-23,13.0,Tokyo
2023-11-24,14.4,Tokyo
2023-11-25,8.6,Tokyo
2023-11-26,6.7,Tokyo
2023-11-27,9.3,Tokyo
2023-11-28,11.9,Tokyo
2023-11-29,9.9,Tokyo
2023-11-30,9.3,Tokyo
2023-12-01,7.2,Tokyo
2023-12-02,6.1,Tokyo
2023-12-03,6.7,Tokyo
2023-12-04,8.5,Tokyo
2023-12-05,6.3,Tokyo
2023-12-06,11.0,Tokyo
2023-12-07,11.4,Tokyo
2023-12-08,10.7,Tokyo
2023-12-09,10.0,Tokyo
2023-12-10,11.6,Tokyo
2023-12-11,12.1,Tokyo
2023-12-12,12.1,Tokyo
2023-12-13,9.4,Tokyo
2023-12-14,7.9,Tokyo
2023-12-15,10.4,Tokyo
2023-12-16,16.4,Tokyo
2023-12-17,8.9,Tokyo
2023-12-18,4.3,Tokyo
2023-12-19,4.4,Tokyo
2023-12-20,6.2,Tokyo
2023-12-21,4.8,Tokyo
2023-12-22,2.7,Tokyo
2023-12-23,3.2,Tokyo
2023-12-24,2.9,Tokyo
2023-12-25,3.7,Tokyo
2023-12-26,5.7,Tokyo
2023-12-27,6.1,Tokyo
2023-12-28,5.2,Tokyo
2023-12-29,5.7,Tokyo
2023-12-30,7.5,Tokyo
2023-12-31,8.1,Tokyo
2023-01-01,21.7,Sydney
2023-01-02,21.9,Sydney
2023-01-03,22.4,Sydney
2023-01-04,20.9,Sydney
2023-01-05,18.3,Sydney
2023-01-06,17.2,Sydney
2023-01-07,18.2,Sydney
2023-01-08,18.6,Sydney
2023-01-09,19.2,Sydney
2023-01-10,20.1,Sydney
2023-01-11,20.9,Sydney
2023-01-12,21.1,Sydney
2023-01-13,21.5,Sydney
2023-01-14,22.1,Sydney
2023-01-15,23.0,Sydney
2023-01-16,22.8,Sydney
2023-01-17,22.2,Sydney
2023-01-18,23.2,Sydney
2023-01-19,19.5,Sydney
2023-01-20,18.4,Sydney
2023-01-21,19.7,Sydney
2023-01-22,18.7,Sydney
2023-01-23,19.9,Sydney
2023-01-24,20.9,Sydney
2023-01-25,21.1,Sydney
2023-01-26,23.8,Sydney
2023-01-27,22.5,Sydney
2023-01-28,23.9,Sydney
2023-01-29,24.9,Sydney
2023-01-30,22.7,Sydney
2023-01-31,21.9,Sydney
2023-02-01,21.8,Sydney
2023-02-02,22.9,Sydney
2023-02-03,22.4,Sydney
2023-02-04,19.8,Sydney
2023-02-05,20.2,Sydney
2023-02-06,22.5,Sydney
2023-02-07,22.4,Sydney
2023-02-08,22.0,Sydney
2023-02-09,20.5,Sydney
2023-02-10,21.3,Sydney
2023-02-11,23.8,Sydney
2023-02-12,22.4,Sydney
2023-02-13,20.9,Sydney
2023-02-14,20.0,Sydney
2023-02-15,20.6,Sydney
2023-02-16,21.6,Sydney
2023-02-17,22.3,Sydney
2023-02-18,24.1,Sydney
2023-02-19,22.9,Sydney
2023-02-20,23.9,Sydney
2023-02-21,22.9,Sydney
2023-02-22,20.4,Sydney
2023-02-23,20.0,Sydney
2023-02-24,20.4,Sydney
2023-02-25,20.6,Sydney
2023-02-26,22.6,Sydney
2023-02-27,22.7,Sydney
2023-02-28,22.3,Sydney
2023-03-01,21.9,Sydney
2023-03-02,21.3,Sydney
2023-03-03,20.7,Sydney
2023-03-04,20.9,Sydney
2023-03-05,22.0,Sydney
2023-03-06,26.8,Sydney
2023-03-07,24.0,Sydney
2023-03-08,22.0,Sydney
2023-03-09,20.0,Sydney
2023-03-10,20.3,Sydney
2023-03-11,22.6,Sydney
2023-03-12,21.5,Sydney
2023-03-13,21.1,Sydney
2023-03-14,20.4,Sydney
2023-03-15,21.2,Sydney
2023-03-16,24.8,Sydney
2023-03-17,22.9,Sydney
2023-03-18,23.1,Sydney
2023-03-19,23.4,Sydney
2023-03-20,21.7,Sydney
